rec,date,month,year,kwh_on,kwh_off,kwh_hol,tou_on,tou_off,tod_par,tod_on,tod_off,kvar_peak,run_hour,,,,,,,,,,,,
72,4,5,2024,0.000,0.000,431.409,0.000,36.283,36.283,20.033,17.483,8.118,24.000,,,,,,,,,,,,
71,5,5,2024,0.000,0.003,459.433,0.000,29.403,29.403,22.142,19.606,6.061,24.000,,,,,,,,,,,,
70,6,5,2024,400.382,200.532,0.000,47.160,31.045,47.160,31.533,31.045,7.589,24.000,,,,,,,,,,,,
69,7,5,2024,932.184,326.527,0.000,131.509,94.128,131.509,27.382,61.747,38.534,24.000,,,,,,,,,,,,
68,8,5,2024,1074.072,200.653,0.000,126.656,59.397,126.656,74.322,33.048,36.205,24.000,,,,,,,,,,,,
67,9,5,2024,1088.377,229.466,0.000,175.459,71.082,175.459,31.128,38.880,52.582,24.000,,,,,,,,,,,,
66,10,5,2024,231.530,152.777,0.001,29.294,17.194,29.294,17.405,17.194,3.946,24.000,,,,,,,,,,,,
65,11,5,2024,0.000,0.000,341.116,0.000,28.978,28.978,18.670,16.090,5.504,24.000,,,,,,,,,,,,
64,12,5,2024,0.000,0.002,372.808,0.000,31.020,31.020,23.564,21.103,5.434,24.000,,,,,,,,,,,,
63,13,5,2024,921.853,236.286,0.000,123.831,68.942,123.831,36.367,36.637,38.348,24.000,,,,,,,,,,,,
62,14,5,2024,1003.877,218.672,0.000,115.973,82.204,115.973,55.817,33.637,33.643,24.000,,,,,,,,,,,,
61,15,5,2024,1034.562,255.088,0.000,129.934,76.895,129.934,61.134,43.555,34.873,24.000,,,,,,,,,,,,
60,16,5,2024,1198.168,267.396,0.000,168.079,91.597,168.079,34.573,34.470,53.294,24.000,,,,,,,,,,,,
59,17,5,2024,998.600,317.683,0.002,126.663,77.194,126.663,37.174,40.774,35.441,24.000,,,,,,,,,,,,
58,18,5,2024,0.000,0.000,491.328,0.000,48.661,48.661,20.537,23.019,13.127,24.000,,,,,,,,,,,,
57,19,5,2024,0.000,0.003,408.333,0.000,33.401,33.401,27.993,18.474,4.430,24.000,,,,,,,,,,,,
56,20,5,2024,1181.225,258.148,0.000,144.930,79.589,144.930,49.718,44.523,43.233,24.000,,,,,,,,,,,,
55,21,5,2024,1215.226,274.868,0.000,159.646,91.839,159.646,60.437,33.592,46.233,24.000,,,,,,,,,,,,
54,22,5,2024,417.143,194.616,0.000,50.900,27.646,50.900,30.797,27.646,12.970,24.000,,,,,,,,,,,,
53,23,5,2024,895.149,220.343,0.000,122.700,55.880,122.700,34.944,46.666,35.089,24.000,,,,,,,,,,,,
52,24,5,2024,810.500,210.862,0.003,108.088,69.664,108.088,20.234,26.028,32.539,24.000,,,,,,,,,,,,
51,25,5,2024,0.000,0.000,518.633,0.000,41.086,41.086,23.067,20.257,10.326,24.000,,,,,,,,,,,,
50,26,5,2024,0.000,0.001,413.145,0.000,32.198,32.198,27.371,22.941,6.205,24.000,,,,,,,,,,,,
49,27,5,2024,1042.344,213.599,0.000,147.894,78.983,147.894,40.333,40.589,39.906,24.000,,,,,,,,,,,,
48,28,5,2024,901.885,202.790,0.000,120.214,62.273,120.214,38.216,41.360,34.495,24.000,,,,,,,,,,,,
47,29,5,2024,715.009,197.397,0.000,100.599,55.718,100.599,35.292,29.076,22.274,24.000,,,,,,,,,,,,
46,30,5,2024,764.235,213.635,0.000,110.077,63.459,110.077,21.031,27.527,30.643,24.000,,,,,,,,,,,,
45,31,5,2024,580.847,179.785,0.002,91.437,56.200,91.437,18.085,31.424,24.337,24.000,,,,,,,,,,,,
44,1,6,2024,0.000,0.000,392.680,0.000,39.063,39.063,12.136,13.546,7.758,24.000,,,,,,,,,,,,
43,2,6,2024,0.000,0.003,535.112,0.000,57.797,57.797,15.030,27.241,11.920,24.000,,,,,,,,,,,,
42,3,6,2024,321.810,181.062,0.000,33.136,23.731,33.136,30.325,23.731,3.722,24.000,,,,,,,,,,,,
41,4,6,2024,1093.541,229.486,0.000,148.828,74.540,148.828,41.771,38.289,49.132,24.000,,,,,,,,,,,,
40,5,6,2024,1160.199,207.056,0.000,142.525,70.138,142.525,54.357,32.669,50.600,24.000,,,,,,,,,,,,
39,6,6,2024,1071.622,224.501,0.000,141.577,90.556,141.577,38.957,45.921,39.951,24.000,,,,,,,,,,,,
38,7,6,2024,1029.873,221.519,0.001,140.706,60.604,140.706,44.124,38.602,39.916,24.000,,,,,,,,,,,,
37,8,6,2024,0.000,0.000,380.202,0.000,47.382,47.382,14.155,11.953,15.269,24.000,,,,,,,,,,,,
36,9,6,2024,0.000,0.002,563.565,0.000,61.050,61.050,17.988,14.213,10.826,24.000,,,,,,,,,,,,
35,10,6,2024,968.925,197.010,0.000,135.094,79.196,135.094,39.960,30.429,46.441,24.000,,,,,,,,,,,,
34,11,6,2024,969.951,231.530,0.000,125.246,58.886,125.246,51.860,39.268,34.707,24.000,,,,,,,,,,,,
33,12,6,2024,1176.647,209.285,0.000,151.617,61.899,151.617,58.922,40.058,48.288,24.000,,,,,,,,,,,,
32,13,6,2024,1249.989,259.110,0.000,169.265,100.188,169.265,39.411,45.113,42.996,24.000,,,,,,,,,,,,
31,14,6,2024,1049.520,200.977,0.000,152.296,93.087,152.296,31.925,30.692,44.009,24.000,,,,,,,,,,,,
30,15,6,2024,0.000,0.000,359.076,0.000,50.318,50.318,14.605,13.396,10.726,24.000,,,,,,,,,,,,
29,16,6,2024,0.000,0.001,285.150,0.000,21.712,21.712,14.711,10.441,4.533,24.000,,,,,,,,,,,,
28,17,6,2024,663.394,141.421,0.000,97.207,27.677,97.207,22.300,22.687,29.090,24.000,,,,,,,,,,,,
27,18,6,2024,720.329,204.542,0.000,97.154,54.886,97.154,36.956,22.293,24.871,24.000,,,,,,,,,,,,
26,19,6,2024,1107.851,171.653,0.000,148.352,74.056,148.352,33.168,29.683,47.983,24.000,,,,,,,,,,,,
25,20,6,2024,1322.426,249.353,0.000,179.603,121.828,179.603,31.736,91.660,57.820,24.000,,,,,,,,,,,,
24,21,6,2024,872.099,160.853,0.002,118.665,81.687,118.665,22.353,36.362,28.587,24.000,,,,,,,,,,,,
23,22,6,2024,0.000,0.000,507.381,0.000,59.443,59.443,30.580,14.818,11.122,24.000,,,,,,,,,,,,
22,23,6,2024,0.000,0.001,612.015,0.000,69.702,69.702,19.362,23.392,7.627,24.000,,,,,,,,,,,,
21,24,6,2024,959.202,189.620,0.000,137.837,75.067,137.837,33.266,34.445,39.108,24.000,,,,,,,,,,,,
20,25,6,2024,1124.493,267.881,0.000,146.276,99.028,146.276,38.366,60.120,33.807,24.000,,,,,,,,,,,,
19,26,6,2024,802.929,181.570,0.000,104.611,70.927,104.611,33.337,26.108,32.934,24.000,,,,,,,,,,,,
18,27,6,2024,613.777,153.321,0.000,82.871,31.798,82.871,46.919,20.602,24.052,24.000,,,,,,,,,,,,
17,28,6,2024,875.793,186.023,0.001,117.591,64.719,117.591,22.631,34.847,32.036,24.000,,,,,,,,,,,,
16,29,6,2024,0.000,0.000,704.525,0.000,87.639,87.639,24.000,15.075,23.972,24.000,,,,,,,,,,,,
15,30,6,2024,0.000,0.003,764.782,0.000,89.190,89.190,30.242,15.597,20.391,24.000,,,,,,,,,,,,
14,1,7,2024,1418.760,291.922,0.000,222.764,194.495,222.764,25.109,55.854,58.298,24.000,,,,,,,,,,,,
13,2,7,2024,1479.657,278.415,0.000,215.622,147.898,215.622,49.403,44.551,59.507,24.000,,,,,,,,,,,,
12,3,7,2024,1412.264,324.539,0.000,221.259,199.511,221.259,84.980,63.812,64.684,24.000,,,,,,,,,,,,
11,4,7,2024,1352.219,277.212,0.000,204.485,169.982,204.485,55.847,45.042,53.676,24.000,,,,,,,,,,,,
10,5,7,2024,1317.085,269.128,0.003,178.073,130.461,178.073,46.873,35.217,44.880,24.000,,,,,,,,,,,,
9,6,7,2024,0.000,0.000,761.769,0.000,82.789,82.789,32.659,18.098,16.601,24.000,,,,,,,,,,,,
8,7,7,2024,0.000,0.001,795.329,0.000,82.401,82.401,22.902,19.553,17.931,24.000,,,,,,,,,,,,
7,8,7,2024,1416.361,251.324,0.000,202.429,154.829,202.429,22.962,40.772,51.906,24.000,,,,,,,,,,,,
6,9,7,2024,1758.819,308.218,0.000,249.970,164.887,249.970,51.835,47.658,68.091,24.000,,,,,,,,,,,,
5,10,7,2024,1238.920,291.972,0.000,185.087,138.697,185.087,60.840,54.322,49.657,24.000,,,,,,,,,,,,
4,11,7,2024,1523.770,290.439,0.000,193.891,124.887,193.891,68.315,52.955,54.250,24.000,,,,,,,,,,,,
3,12,7,2024,1565.923,259.129,0.002,207.782,125.203,207.782,50.327,38.075,55.295,24.000,,,,,,,,,,,,
2,13,7,2024,0.000,0.000,737.991,0.000,76.837,76.837,28.418,26.622,13.698,24.000,,,,,,,,,,,,
1,14,7,2024,0.000,0.003,829.921,0.000,98.345,98.345,25.614,20.029,24.757,24.000,,,,,,,,,,,,
1,15,7,2024,1387.681,247.831,0.000,209.739,108.047,209.739,35.528,33.573,57.167,24.000,,,,,,,,,,,,
25,16,7,2024,1527.282,285.695,0.000,217.050,120.151,217.050,55.397,33.915,60.855,24.000,,,,,,,,,,,,
24,17,7,2024,1339.695,280.219,0.000,163.301,113.226,163.301,75.238,57.063,46.200,24.000,,,,,,,,,,,,
23,18,7,2024,1251.329,296.810,0.000,185.359,115.607,185.359,55.822,54.424,47.587,24.000,,,,,,,,,,,,
22,19,7,2024,1420.343,315.037,0.003,182.409,128.441,182.409,56.300,43.123,42.710,24.000,,,,,,,,,,,,
21,20,7,2024,0.000,0.000,321.272,0.000,19.585,19.585,15.952,18.779,5.586,24.000,,,,,,,,,,,,
20,21,7,2024,0.000,0.003,579.950,0.000,56.273,56.273,20.880,16.712,9.759,24.000,,,,,,,,,,,,
19,22,7,2024,315.345,149.371,0.000,43.136,19.567,43.136,22.568,19.567,8.164,24.000,,,,,,,,,,,,
18,23,7,2024,1553.600,275.076,0.000,232.113,142.466,232.113,43.632,40.954,60.484,24.000,,,,,,,,,,,,
17,24,7,2024,1221.208,274.118,0.000,208.294,151.322,208.294,75.631,48.885,50.557,24.000,,,,,,,,,,,,
16,25,7,2024,1363.008,266.500,0.000,213.935,134.423,213.935,41.893,45.393,57.018,24.000,,,,,,,,,,,,
15,26,7,2024,1186.658,217.910,0.001,168.427,118.474,168.427,39.987,34.115,38.286,24.000,,,,,,,,,,,,
14,27,7,2024,0.000,0.000,504.790,0.000,57.124,57.124,20.831,10.685,11.920,24.000,,,,,,,,,,,,
13,28,7,2024,0.000,0.002,329.753,0.000,25.804,25.804,19.233,15.105,6.143,24.000,,,,,,,,,,,,
12,29,7,2024,172.353,125.576,0.000,18.099,21.200,18.099,13.486,21.200,6.457,24.000,,,,,,,,,,,,
11,30,7,2024,1424.177,252.127,0.000,202.570,117.297,202.570,40.504,33.878,57.173,24.000,,,,,,,,,,,,
10,31,7,2024,1336.032,306.717,0.000,206.767,153.733,206.767,62.468,46.172,57.312,24.000,,,,,,,,,,,,
9,1,8,2024,1681.709,308.568,0.000,238.491,139.103,238.491,60.623,62.278,60.132,24.000,,,,,,,,,,,,
8,2,8,2024,1554.991,263.275,0.002,205.386,128.977,205.386,75.456,45.492,56.282,24.000,,,,,,,,,,,,
7,3,8,2024,0.000,0.000,762.007,0.000,80.481,80.481,35.724,28.129,21.932,24.000,,,,,,,,,,,,
6,4,8,2024,0.000,0.003,855.514,0.000,94.511,94.511,30.728,28.207,25.455,24.000,,,,,,,,,,,,
5,5,8,2024,1437.859,241.943,0.000,193.911,98.163,193.911,50.078,29.766,53.851,24.000,,,,,,,,,,,,
4,6,8,2024,1582.560,248.172,0.000,231.278,123.979,231.278,48.376,45.795,58.030,24.000,,,,,,,,,,,,
3,7,8,2024,1207.285,280.616,0.000,167.548,131.183,167.548,83.972,61.957,46.022,24.000,,,,,,,,,,,,
2,8,8,2024,1601.638,232.019,0.000,214.685,114.158,214.685,54.193,37.263,55.879,24.000,,,,,,,,,,,,
1,9,8,2024,1549.699,265.098,0.003,201.267,103.565,201.267,56.458,58.238,52.220,24.000,,,,,,,,,,,,
106,10,8,2024,0.000,0.000,910.765,0.000,91.688,91.688,40.168,29.446,22.296,24.000,,,,,,,,,,,,
105,11,8,2024,0.000,0.000,559.619,0.000,59.670,59.670,21.008,24.245,13.603,24.000,,,,,,,,,,,,
104,12,8,2024,0.000,0.002,491.472,0.000,59.666,59.666,27.341,22.802,16.339,24.000,,,,,,,,,,,,
103,13,8,2024,1912.294,291.698,0.000,257.220,158.784,257.220,45.034,52.182,78.291,24.000,,,,,,,,,,,,
102,14,8,2024,1586.403,312.579,0.000,226.080,153.208,226.080,76.213,66.744,62.313,24.000,,,,,,,,,,,,
101,15,8,2024,1881.551,307.629,0.000,268.472,162.897,268.472,72.432,49.490,73.095,24.000,,,,,,,,,,,,
100,16,8,2024,1042.548,276.535,0.002,134.557,71.900,134.557,44.746,47.064,42.550,24.000,,,,,,,,,,,,
99,17,8,2024,0.000,0.000,789.416,0.000,99.079,99.079,24.329,21.990,28.186,24.000,,,,,,,,,,,,
98,18,8,2024,0.000,0.002,931.076,0.000,110.800,110.800,29.322,20.463,30.894,24.000,,,,,,,,,,,,
97,19,8,2024,2041.407,253.493,0.000,274.717,134.000,274.717,76.616,44.032,85.051,24.000,,,,,,,,,,,,
96,20,8,2024,1785.432,289.812,0.000,232.325,152.377,232.325,81.069,65.275,65.642,24.000,,,,,,,,,,,,
95,21,8,2024,1546.321,283.025,0.000,216.536,164.066,216.536,80.024,47.525,60.880,24.000,,,,,,,,,,,,
94,22,8,2024,1716.010,257.579,0.000,249.380,133.273,249.380,62.272,48.761,72.102,24.000,,,,,,,,,,,,
93,23,8,2024,1508.981,249.068,0.002,200.392,115.850,200.392,63.826,49.570,55.836,24.000,,,,,,,,,,,,
92,24,8,2024,0.000,0.000,768.378,0.000,88.186,88.186,30.012,25.621,23.332,24.000,,,,,,,,,,,,
91,25,8,2024,0.000,0.002,722.626,0.000,76.807,76.807,26.335,23.119,20.991,24.000,,,,,,,,,,,,
90,26,8,2024,1259.776,230.944,0.000,170.798,103.963,170.798,42.480,45.818,51.118,24.000,,,,,,,,,,,,
89,27,8,2024,1256.107,246.228,0.000,188.175,77.862,188.175,42.820,44.486,59.953,24.000,,,,,,,,,,,,
88,28,8,2024,1198.033,283.573,0.000,177.983,112.727,177.983,50.300,38.861,52.846,24.000,,,,,,,,,,,,
87,29,8,2024,1174.086,245.959,0.000,175.055,91.156,175.055,66.733,41.682,55.850,24.000,,,,,,,,,,,,
86,30,8,2024,1201.309,281.804,0.003,217.188,93.086,217.188,30.251,48.730,58.144,24.000,,,,,,,,,,,,
85,31,8,2024,0.000,0.000,708.453,0.000,78.059,78.059,30.760,27.499,20.811,24.000,,,,,,,,,,,,
84,1,9,2024,0.000,0.003,849.269,0.000,91.594,91.594,31.522,25.721,22.467,24.000,,,,,,,,,,,,
83,2,9,2024,1386.276,235.772,0.000,198.190,80.223,198.190,39.576,53.200,61.621,24.000,,,,,,,,,,,,
82,3,9,2024,1320.308,202.439,0.000,188.981,81.369,188.981,39.995,38.480,52.689,24.000,,,,,,,,,,,,
81,4,9,2024,1221.023,213.473,0.000,177.056,84.744,177.056,65.565,32.196,42.406,24.000,,,,,,,,,,,,
80,5,9,2024,1682.785,250.822,0.000,234.799,134.489,234.799,68.925,37.247,59.913,24.000,,,,,,,,,,,,
79,6,9,2024,1452.983,241.140,0.002,202.374,108.513,202.374,42.829,41.029,59.505,24.000,,,,,,,,,,,,
78,7,9,2024,0.000,0.000,741.088,0.000,82.873,82.873,30.470,15.289,23.824,24.000,,,,,,,,,,,,
77,8,9,2024,0.000,0.003,705.616,0.000,83.143,83.143,29.535,16.345,24.449,24.000,,,,,,,,,,,,
76,9,9,2024,1738.825,308.866,0.000,229.764,108.500,229.764,55.597,52.150,65.968,24.000,,,,,,,,,,,,
75,10,9,2024,1857.606,300.103,0.000,262.306,122.642,262.306,45.765,62.983,74.129,24.000,,,,,,,,,,,,
74,11,9,2024,1043.766,275.765,0.000,155.010,95.288,155.010,76.435,43.863,48.260,24.000,,,,,,,,,,,,
73,12,9,2024,1834.145,312.216,0.000,247.550,103.155,247.550,77.306,55.884,64.491,24.000,,,,,,,,,,,,
72,13,9,2024,1406.232,234.709,0.003,203.226,107.428,203.226,55.078,47.487,56.752,24.000,,,,,,,,,,,,
71,14,9,2024,0.000,0.000,1138.209,0.000,127.925,127.925,50.366,24.806,40.580,24.000,,,,,,,,,,,,
70,15,9,2024,0.000,0.003,817.499,0.000,88.945,88.945,28.951,20.972,20.850,24.000,,,,,,,,,,,,
69,16,9,2024,1526.039,209.177,0.000,209.134,86.189,209.134,33.230,22.894,51.930,24.000,,,,,,,,,,,,
68,17,9,2024,1776.125,255.485,0.000,232.520,121.878,232.520,50.512,46.218,62.801,24.000,,,,,,,,,,,,
67,18,9,2024,1162.328,227.726,0.000,168.607,93.517,168.607,45.294,32.437,47.861,24.000,,,,,,,,,,,,
66,19,9,2024,1629.647,255.884,0.000,208.967,114.963,208.967,62.939,31.979,54.318,24.000,,,,,,,,,,,,
65,20,9,2024,1574.705,217.327,0.001,217.010,91.053,217.010,63.826,29.648,59.257,24.000,,,,,,,,,,,,
64,21,9,2024,0.000,0.000,740.122,0.000,78.150,78.150,28.952,19.280,14.385,24.000,,,,,,,,,,,,
63,22,9,2024,0.000,0.003,782.162,0.000,81.544,81.544,39.382,17.718,18.370,24.000,,,,,,,,,,,,
62,23,9,2024,1418.853,206.448,0.000,182.004,79.025,182.004,49.815,24.877,49.473,24.000,,,,,,,,,,,,
61,24,9,2024,1468.464,242.508,0.000,217.640,97.969,217.640,49.850,31.696,61.546,24.000,,,,,,,,,,,,
60,25,9,2024,1218.266,225.383,0.000,169.535,85.643,169.535,57.249,29.882,36.884,24.000,,,,,,,,,,,,
59,26,9,2024,1579.416,235.622,0.000,212.656,103.353,212.656,62.822,35.491,54.758,24.000,,,,,,,,,,,,
58,27,9,2024,1419.937,225.513,0.002,191.955,92.317,191.955,59.406,33.652,52.921,24.000,,,,,,,,,,,,
57,28,9,2024,0.000,0.000,802.499,0.000,77.294,77.294,36.714,16.309,17.187,24.000,,,,,,,,,,,,
56,29,9,2024,0.000,0.004,688.678,0.000,71.437,71.437,23.628,19.743,14.654,24.000,,,,,,,,,,,,
55,30,9,2024,1681.231,244.877,0.000,219.871,102.230,219.871,60.047,48.694,60.444,24.000,,,,,,,,,,,,
54,1,10,2024,1797.584,280.255,0.000,256.032,143.303,256.032,48.554,53.743,72.724,24.000,,,,,,,,,,,,
53,2,10,2024,1408.775,262.318,0.000,186.037,104.376,186.037,79.760,46.065,49.656,24.000,,,,,,,,,,,,
52,3,10,2024,1443.044,248.238,0.000,190.356,111.599,190.356,53.792,29.065,46.354,24.000,,,,,,,,,,,,
51,4,10,2024,1196.513,210.173,0.002,158.224,90.632,158.224,62.112,23.155,46.515,24.000,,,,,,,,,,,,
50,5,10,2024,0.000,0.000,656.586,0.000,71.674,71.674,26.494,17.602,14.303,24.000,,,,,,,,,,,,
49,6,10,2024,0.000,0.002,632.836,0.000,73.483,73.483,22.994,25.005,14.759,24.000,,,,,,,,,,,,
48,7,10,2024,1477.897,228.866,0.000,193.479,99.854,193.479,48.598,39.342,57.222,24.000,,,,,,,,,,,,
47,8,10,2024,1705.848,281.318,0.000,235.256,95.724,235.256,58.094,43.370,62.698,24.000,,,,,,,,,,,,
46,9,10,2024,1356.511,275.926,0.000,202.295,115.460,202.295,52.861,47.512,52.225,24.000,,,,,,,,,,,,
45,10,10,2024,1583.405,259.995,0.000,207.622,115.138,207.622,81.962,39.140,54.453,24.000,,,,,,,,,,,,
44,11,10,2024,1409.814,245.464,0.002,190.934,132.057,190.934,40.224,29.422,50.531,24.000,,,,,,,,,,,,
43,12,10,2024,0.000,0.000,532.709,0.000,55.381,55.381,37.178,22.028,9.805,24.000,,,,,,,,,,,,
42,13,10,2024,0.000,0.001,347.556,0.000,29.448,29.448,26.237,25.550,5.331,24.000,,,,,,,,,,,,
41,14,10,2024,284.497,165.865,0.000,35.108,25.155,35.108,18.023,25.042,8.027,24.000,,,,,,,,,,,,
40,15,10,2024,1777.612,226.031,0.000,241.847,100.123,241.847,70.464,48.810,63.232,24.000,,,,,,,,,,,,
39,16,10,2024,1229.224,251.490,0.000,163.078,101.447,163.078,57.860,39.241,52.908,24.000,,,,,,,,,,,,
38,17,10,2024,1398.818,261.209,0.000,164.650,106.910,164.650,67.431,27.918,48.255,24.000,,,,,,,,,,,,
37,18,10,2024,1283.038,274.686,0.004,179.888,86.579,179.888,35.341,48.038,45.354,24.000,,,,,,,,,,,,
36,19,10,2024,0.000,0.000,756.603,0.000,79.630,79.630,22.332,21.119,17.532,24.000,,,,,,,,,,,,
35,20,10,2024,0.000,0.004,653.117,0.000,55.602,55.602,30.600,24.175,13.545,24.000,,,,,,,,,,,,
34,21,10,2024,1282.072,282.649,0.000,194.269,75.695,194.269,43.272,41.090,47.650,24.000,,,,,,,,,,,,
33,22,10,2024,1073.206,248.070,0.002,149.339,74.071,149.339,35.111,30.279,42.699,24.500,,,,,,,,,,,,
32,23,10,2024,0.000,0.003,568.747,0.000,49.941,49.941,20.985,23.367,8.901,24.000,,,,,,,,,,,,
31,24,10,2024,1062.338,300.072,0.000,150.028,138.993,150.028,42.880,66.179,47.286,24.000,,,,,,,,,,,,
30,25,10,2024,1013.534,296.274,0.003,148.360,134.612,148.360,37.695,55.763,40.906,24.000,,,,,,,,,,,,
29,26,10,2024,0.000,0.000,564.642,0.000,47.424,47.424,20.065,23.951,8.978,24.000,,,,,,,,,,,,
28,27,10,2024,0.000,0.004,543.608,0.000,46.008,46.008,24.680,20.005,10.421,24.000,,,,,,,,,,,,
27,28,10,2024,1404.450,328.371,0.000,195.745,169.289,195.745,61.489,54.294,58.767,24.000,,,,,,,,,,,,
26,29,10,2024,1315.482,292.285,0.000,167.984,127.888,167.984,75.231,63.364,42.370,24.000,,,,,,,,,,,,
25,30,10,2024,1041.858,260.377,0.000,149.402,107.474,149.402,34.770,38.308,41.638,24.000,,,,,,,,,,,,
24,31,10,2024,1047.098,303.812,0.000,161.489,124.955,161.489,32.526,55.282,47.130,24.000,,,,,,,,,,,,
23,1,11,2024,1141.215,275.034,0.005,148.423,103.900,148.423,42.422,58.604,42.330,24.000,,,,,,,,,,,,
22,2,11,2024,0.000,0.000,505.925,0.000,34.053,34.053,24.949,28.964,4.989,24.000,,,,,,,,,,,,
21,3,11,2024,0.000,0.001,450.525,0.000,33.977,33.977,20.911,16.726,5.536,24.000,,,,,,,,,,,,
20,4,11,2024,1000.593,266.123,0.000,151.598,81.302,151.598,33.097,49.869,45.269,24.000,,,,,,,,,,,,
19,5,11,2024,805.848,299.193,0.000,103.594,81.867,103.594,31.152,50.563,26.306,24.000,,,,,,,,,,,,
18,6,11,2024,770.569,287.578,0.000,86.432,69.884,86.432,41.925,45.892,23.586,24.000,,,,,,,,,,,,
17,7,11,2024,665.586,192.550,0.000,83.992,47.256,83.992,40.222,28.766,23.091,24.000,,,,,,,,,,,,
16,8,11,2024,735.819,209.314,0.001,99.296,61.918,99.296,26.764,43.740,29.525,24.000,,,,,,,,,,,,
15,9,11,2024,0.000,0.000,404.579,0.000,31.860,28.412,31.860,24.265,5.407,24.000,,,,,,,,,,,,
14,10,11,2024,0.000,0.002,638.456,0.000,55.864,55.864,19.722,19.496,7.747,24.000,,,,,,,,,,,,
13,11,11,2024,924.934,191.321,0.000,119.553,61.024,119.553,31.359,26.459,34.239,24.000,,,,,,,,,,,,
12,12,11,2024,764.374,236.497,0.000,94.728,74.309,94.728,31.212,29.230,25.608,24.000,,,,,,,,,,,,
11,13,11,2024,403.130,174.544,0.000,56.836,42.261,56.836,21.368,34.237,12.899,24.000,,,,,,,,,,,,
10,14,11,2024,367.666,158.288,0.000,48.678,39.060,48.678,23.574,25.312,9.159,24.000,,,,,,,,,,,,
9,15,11,2024,411.511,218.706,0.003,59.231,64.700,64.700,17.631,39.983,6.529,24.000,,,,,,,,,,,,
8,16,11,2024,0.000,0.000,515.242,0.000,53.815,53.815,14.164,19.831,8.519,24.000,,,,,,,,,,,,
7,17,11,2024,0.000,0.003,727.017,0.000,93.133,93.133,23.922,19.936,14.432,24.000,,,,,,,,,,,,
6,18,11,2024,1470.413,385.978,0.000,223.178,179.161,223.178,42.714,77.805,56.172,24.000,,,,,,,,,,,,
5,19,11,2024,1517.170,366.648,0.000,219.525,189.800,219.525,53.992,81.862,59.548,24.000,,,,,,,,,,,,
4,20,11,2024,1060.585,313.835,0.000,152.175,142.251,152.175,44.077,45.667,44.209,24.000,,,,,,,,,,,,
3,21,11,2024,1452.159,379.668,0.000,222.495,192.324,222.495,61.161,89.503,64.355,24.000,,,,,,,,,,,,
2,22,11,2024,1259.220,294.176,0.001,191.062,134.835,191.062,51.492,73.038,55.776,24.000,,,,,,,,,,,,
1,23,11,2024,0.000,0.000,704.164,0.000,67.503,67.503,29.699,18.779,16.105,24.000,,,,,,,,,,,,
10,24,11,2024,0.000,0.002,795.477,0.000,88.345,88.345,15.914,26.653,16.565,24.000,,,,,,,,,,,,
9,25,11,2024,1683.404,316.596,0.000,242.503,170.771,242.503,60.956,64.479,72.621,24.000,,,,,,,,,,,,
8,26,11,2024,1474.544,400.844,0.000,222.274,189.086,222.274,39.477,101.186,65.748,24.000,,,,,,,,,,,,
7,27,11,2024,841.327,281.443,0.000,127.051,114.259,127.051,34.280,43.875,40.545,24.000,,,,,,,,,,,,
6,28,11,2024,1364.755,343.677,0.000,191.439,178.582,191.439,45.558,77.333,57.340,24.000,,,,,,,,,,,,
5,29,11,2024,949.726,271.769,0.002,136.821,117.623,136.821,37.716,34.069,38.105,24.000,,,,,,,,,,,,
4,30,11,2024,0.000,0.000,559.248,0.000,47.775,47.775,24.723,22.217,7.767,24.000,,,,,,,,,,,,
3,1,12,2024,0.000,0.001,671.408,0.000,71.407,71.407,24.338,21.004,16.115,24.000,,,,,,,,,,,,
2,2,12,2024,1389.664,308.587,0.000,209.487,125.701,209.487,44.126,66.859,50.377,24.000,,,,,,,,,,,,
1,3,12,2024,1563.101,332.004,0.000,210.828,177.262,210.828,62.422,63.838,53.785,24.000,,,,,,,,,,,,
18,4,12,2024,1156.289,333.486,0.004,171.004,118.000,171.004,55.415,61.949,38.556,24.000,,,,,,,,,,,,
17,5,12,2024,0.000,0.004,496.493,0.000,34.790,34.790,27.040,23.753,5.233,24.000,,,,,,,,,,,,
16,6,12,2024,1581.196,333.621,0.003,230.136,184.042,230.136,61.636,77.275,69.666,24.000,,,,,,,,,,,,
15,7,12,2024,0.000,0.000,465.061,0.000,40.046,40.046,17.224,22.339,7.677,24.000,,,,,,,,,,,,
14,8,12,2024,0.000,0.003,660.841,0.000,70.675,70.675,31.315,21.242,22.781,24.000,,,,,,,,,,,,
13,9,12,2024,1365.340,279.028,0.002,193.568,151.146,193.568,38.094,47.842,54.780,24.000,,,,,,,,,,,,
12,10,12,2024,0.000,0.003,417.203,0.000,29.214,29.214,16.870,16.626,5.212,24.000,,,,,,,,,,,,
11,11,12,2024,1220.968,278.975,0.000,182.885,140.197,182.885,37.734,53.079,51.851,24.000,,,,,,,,,,,,
10,12,12,2024,1477.976,286.437,0.000,200.754,163.449,200.754,48.703,62.203,56.718,24.000,,,,,,,,,,,,
9,13,12,2024,1226.382,283.196,0.002,161.036,125.940,161.036,43.259,53.992,47.181,24.000,,,,,,,,,,,,
8,14,12,2024,0.000,0.000,698.634,0.000,59.753,59.753,40.572,26.218,12.026,24.000,,,,,,,,,,,,
7,15,12,2024,0.000,0.002,671.466,0.000,68.539,68.539,24.091,22.552,14.306,24.000,,,,,,,,,,,,
